Name,Date,Content,Rating
"P of Philadelphia, PA","Original review: Jan. 4, 2020",This was the single worst purchasing experience I have had. I ordered bed 3 months ago. They kept moving the date back. Then finally the scheduled delivery and 15 minutes before it was to be delivered they cancelled. I called and they cannot find the bed and can’t give me any answers. Do not buy from them. Their logistics are the worst.,1.0
"Adrienne of Danville, CA","Original review: Jan. 3, 2020","Never purchase anything from this company that you cannot carry out of the store. I purchased an area rug on Dec. 21st in store that was supposed to be delivered on Dec. 26th. Product never arrived, tracking number went nowhere and after contacting customer service regarding it they returned me the shipping credit and ordered a replacement. A week later no rug arrived and again, tracking shows it never left the warehouse even though it says it would arrive at my house on this very day. ",1.0
"Wen of Sunnyvale, CA","Original review: Dec. 30, 2019","We purchased a Media console and paid almost $300 for delivery. Yet we got stood up FOUR times for our appointment. Each time there was a new excuse and we had to move to our other furniture around to make way for the expected ""delivery"". On the last call, they just told us to wait another month for the item to be ""replaced"". This does not meet our expectations of a $300 delivery cost and the brand name of West Elm, and to be honest, they suck.",1.0
"Avi of New York, NY","Original review: Dec. 26, 2019","I was expecting the worst after reading all the terrible reviews of West Elm - particularly with regards to delivery and customer service. My experience was good - I got what I ordered (a media console that was on sale), in perfect shape, when West Elm initially said they would deliver. In addition, I was able to cancel an order that was revealed to be out of stock (after I ordered) and had a delivery time several months away. The West Elm phone rep was courteous, responsive and refunded my money for that purchase. All in all, a good experience. The only reason for 4 rather than 5 stars is a) because it was lame to order something only to find out it wasn't in stock, and b) if I wrote a 5 star review, people would think it was phony! Really it should be 4.75. Maybe West Elm is getting their act together, but for me it was a good experience.",4.0
"Nicole of Painesville, OH","Original review: Dec. 20, 2019","I ordered a throw online and the color was not what I anticipated. I went to return the item to a local West Elm store in Ohio. The first sales associate hardly recognized me when I entered the store and when I was approached at the register to do a return I was informed that West Elm does not accept online returns in store which is a huge inconvenience. She then begrudgingly told me that she'd see if they could do the return ""this once."" They processed the return and I purchased two throws. I got home and opened the faux fur throw and noticed it had already had a hole in it. I guess I'll be going back AGAIN for another return. Thankfully I purchased in store this time. I don't know of any store that does not do returns on items purchased online especially when we're talking about a small item. I will not be returning for future purchases after this second return is taken care of. Disappointed in customer services and lack of convenience.",2.0
"Brittany of San Jose, CA","Original review: Dec. 19, 2019","Stay far away from West Elm! I returned a product of theirs over a month ago, and have since been forced into calling WEEKLY to check the status of my return. Every single time I’ve called I’ve received completely different information. Finally, I spoke to a floor manager who was not only rude but was obviously answering emails on the phone with me and was not paying attention. I will never, ever order anything from west elm again and I will shout from the rooftops to friends and family about how horrific the customer service is. Buy your stuff somewhere else!!!!",1.0
"Robert of Victoria, BC","Original review: Dec. 9, 2019","My wife and I bought a full set of 6 total leather dining chairs from here after sitting on some at a vacation rental in whistler. My wife became excited and started looking online right away. The ones she loved with a hard base were no longer available so we spent a chunk of money on some new leather dining chairs. They came in good time, I assembled them, and within mere days, one was starting to squeak. So I thought I could tighten a leg maybe to help..nope.",1.0
"Tusdi of Newport Beach, CA","Original review: Dec. 7, 2019","I ordered a headboard Aug 10 with an estimated October delivery. Never received it, no communication. I started tracking it down in November and still don't have it as of 12/6. I also have no information on where it is. The ineptness and lack of organization at this company is unbelievable. (I have ordered a whole house full of furniture this year and every delivery was riddle with problems.) If you go into the store and walk out with someone then great but if you order something to be delivered or custom made, you might as well kiss your money and sanity goodbye. The amount of time I have had to spend tracking this thing down while explaining and re-explaining the situation is unreal. No piece of furniture is worth this.",1.0
"Bill of Virginia Beach, VA","Original review: Dec. 4, 2019",HIGHLY DISSATISFIED. This store seems to excel at selling shoddy overpriced merchandise with a staff of snotty and rude employees. I will never again purchase anything there or even set foot in the door to browse!!!!,1.0
"Jennifer of Raleigh, NC","Original review: Dec. 4, 2019","I ordered a Sectional on sale for around $1700 Oct 3rd. Payment was processed right away (not held until part shipped like some companies do). I received a link to track & a delivery range of Nov 19-Dec 3. On Nov 19th, my tracking link still showed no updates & I needed to plan for selling my existing furniture so decided to reach out to customer service. I received a very kind email & was promised to hear back the next day with an update. I never heard back, but went back to the tracking link & it had been updated to show a new delivery date of January 3-17th. Frustrated, I contacted customer service again & was reassured that the new date must be wrong because your item has shipped (on the 22nd). ",1.0
"Phyllis of Flower Mound, TX","Original review: Dec. 1, 2019","I bought a small townhome after my home burnt down, so I needed to buy all furniture. I couldn’t figure out how to make my downstairs a living and dining area without feeling crowded. I went to West Elm and the designer designed my area on her computer. The delivery was on time and clean and careful and when they brought in my buffet and it felt crowded, I just asked them to please take it back. Then, if you have their credit card, you get a lot of money back in rewards. They are my favorite company!",5.0
"Steve of Vaughan, ON","Original review: Nov. 30, 2019","Long story short; the custom ordered Harmony sofa arrived and immediately I noticed the poor quality in the frame joinery. At one side of the arm, several joints were protruding out and not flush. Clearly an issue with how the frame was made. Dealing with WestElm is a nightmare. Be prepared to have them stronghold you on your purchase and leave you bitter. On top of this their 3rd party delivery company Ryder scratched some walls from their so-called ""White Glove"" service and WestElm has shown no sign of accountability. There are way better companies out there. DO NOT RECOMMEND.",1.0
"Aneta of Aurora, ON","Original review: Nov. 30, 2019",So I ordered a duvet cover on Sept. 5th from West Elm. This was my first purchase from them and a bit of a splurge. I was pretty excited to about it. About 2 weeks later I received a package but when I opened it there was no duvet cover only a change pad cover and a slipcover for a breast feeding pillow. Ok... So I called right away and turns out they had messed up the order and would send a replacement right away. In the meantime there was a price drop of over $100 so I thought it would be worthwhile to order the less expensive one and return the more expensive replacement one because of course this is the one company that doesn’t do price adjustments. So I receive both duvet covers around the same time. ,1.0
"Joshua of Castle Rock, CO","Resolution response: Nov. 26, 2019","Had to escalate to corporate and they resolved it appropriately. However, there is still a problem with the WALL put up by the customer service department that does not appear to handle things well.",
"E of Portland, OR","Original review: Nov. 21, 2019","I ordered a sectional in August 2019 (I spent over $2000) with the expected delivery in October. I called closer to the date and they confirmed I should be getting a call in two days to schedule delivery so I sold all my current living room furniture. The date came and passed. No one called. I called multiple times to the very rude and unhelpful customer service who clearly let me know they simple didn’t care nor could they provide me ANY information. After hours of holding, being told 10 different things I started emailing the company and called the direct store only to find out a month later (middle of November now) that they lost part of the sectional.. no one could find it, it went to the wrong place. They had to reorder it and now I will not get it until LATE January 2020. This leaves me without any furniture for Thanksgiving or Christmas in my living room! Let’s hope it even makes it to me, 6 months dyer I ordered it?!",1.0
"Teresa of San Francisco, CA","Original review: Nov. 20, 2019","I ordered a dining table which came with a $150 delivery charge which seemed steep but then I saw I could chose delivery date AND desired time frame which was great. The day it was to be delivered, I received timely text and email updates providing tracking information. Once it was close to the delivery time, I checked the tracking and saw it was 25 min away (great!). 2 hours later, I have not received delivery nor did I receive a text or email notification. I pull up the tracking link and it simply states ""order cancelled"" with no other info and to call a number to reschedule. ",1.0
"Zachary of Marshfield, MO","Original review: Nov. 19, 2019","We ordered a couch and it was ""in stock"" and was to be delivered in a couple of weeks. The delivery date was then pushed back 2 more weeks due to distributor issues. Then a couch was delivered within the original delivery date but was not only the entirely incorrect couch but it was dirty, hairy, and very broken. Even the delivery crew said we needed to refuse the delivery after seeing it. Whatever, they'll probably make it right. NO. I call West Elm and am just connected to different people on the phone waiting 10-15min to talk to each one. Finally I get to talk to the person I need to. They are incredibly unhelpful and rude to me the entire call saying that they can't do anything to expedite another delivery or see if that couch is even in stock. I ask to speak to a manager and I'm hung up on. I call back and the next person says to call back in the morning. ",1.0
"Lisa of Gaithersburg, MD","Original review: Nov. 19, 2019","My queen size bed with 6 drawers, are a poor quality product. Drawers are not closing and are opening which is dangerous since there are all around bottom of the bed. I called 3x customer service; they said they cannot do anything! I was expecting a little more care for such a well known brand! Never buy these!",1.0
"Anna of Grapevine, TX","Original review: Nov. 15, 2019","I am a second grade teacher. I absolutely can not be home before 3:30. The first time I scheduled to have a piece of furniture delivered, I explained this to them point blank. The delivery arrived at 2:30. Surprise! I wasn't there. I called to reschedule, again explaining the situation. I can't be home before 3:30. They gave me a ""requested"" delivery window between 4-8. This time, they showed up at 1:30! When I called the delivery service the THIRD time to reschedule the delivery, they basically shrugged their shoulders. Absolutely making no effort to help me with my dilemma. I honestly have never written a review, but honestly I'm so disappointed, I probably won't order from them again.",1.0
"Jennifer of Cass City, MI","Original review: Nov. 14, 2019","I ordered a wallpaper based on the description (searched for white and gold) what I received was beige and brown. There was no information on my orders for how to return the item so I had to call West Elm and wait on hold to speak with someone to get a return label. I shipped the wallpaper back (6 - 2x4"" sheets) in the same packaging it had arrived to me. A week later, I still had not received my refund (over $400) so I called West Elm. I was told that the return had been processed that morning for 1 roll of paper. I informed the person that I had, in fact, returned all 6 sheets and that it wasn't rolls, but individual sheets rolled together. He said he would get that corrected and I should get a total refund. One week later, no refund for the remaining sheets.",1.0
"joann of Ridgewood, NY","Original review: Nov. 13, 2019",I ordered two Emmerson benches and a matching dining table. I received the two benches finally after a long wait and one of them came damaged. I’m waiting for the dining table. I’ve been told countless times over the phone different eta times and it’s getting ridiculous at this point. I’ve been told 4 times now a different date and even once a delivery schedule they didn’t show up. And the credit card back and forth being refunded and then charged again over and over. No I’m trying now to just return everything. I’ll order my damn dining set now from Ikea.,1.0
"Cynthia of Brooklyn, NY","Original review: Nov. 9, 2019","STAY AWAY from West Elm. They are horrendous in terms of delivery and customer service. We ordered a couch beginning of September and expected delivery first week of October. On the last date of delivery, they told me it won’t be ready until Jan 2020! This means no couch for us during the holidays and we were also told there are no other options. This all took over weeks of poor communications and lack of information. Save yourselves some heartache and go to Crate and Barrel or ANY other stores. I would give 0 star if I could.",1.0
"Keith of Alexandria, VA","Original review: Nov. 6, 2019","Original order came. Legs did not match. The sectional is not the distressed Velvet mineral gray, but instead a green color when compared to the correct color of the ottoman. (See photo Exhibit 1a). The corner piece sat lower than the rest of the sectional. (See photo Exhibit 1b.). Second order. Refused the delivery since the color was still off. Delivery team also took pictures for their records. Third order. Cancelled over the phone since CSR (recommended to refund the order and reorder in a different color. (Dove performance gray).",1.0
"L. of Newburyport, MA","Original review: Oct. 31, 2019","I have spent over three thousand dollars in the last 6 months at West Elm. I recently placed 2 separate orders online the same day and paid full price plus shipping. The day I received orders I also received an email about 20% discount and Free Shipping. West Elm would not honor the promotion. Customer Service is horrific and product is ""POOR QUALITY"". You are better off at Walmart!",1.0
"Magda of Livingston, NJ","Original review: Oct. 28, 2019","I purchased two bedroom sets for my daughters rooms from the mid-century collection in white. Although the furniture definitely yellowed slightly (which is normally expected) the top shelves on the tall bookcase got totally yellow. The furniture looks like it was bought at an antique store after less than 3 years. In the past, I had good customer service from West Elm (shopped here for 13 years). This time they told me they can't replace the two out of 4 shelves because they only have a 12 month warranty and I should look to a Furniture Medic to get these restored. So basically they take no responsibility for products they sell. Be very careful. Avoid ""white"" furniture there and expect no customer service. For my ""troubles"" they will give me 15 percent off my next item if I send them a copy of my recepit? It's 25 percent off all furniture on the site. They can keep this 15 percent.",1.0
"RAJESHNATH of Saint Paul, MN","Original review: Oct. 22, 2019","Ordered quite a few things from West Elm, including a dining table, chairs, etc... Chairs got delivered in 2 weeks, it's been 2 months - no sign of the dining table. First table got lost - followed up and they shipped the second one - after 3 weeks found out that it was never shipped. Beware of these guys - you will spend a lot of time talking to them and Ryder last mile - will do nothing good. This company is all set to lose customers and I hope they cancel my order - refund my money and take those stupid dining chairs that I have been looking at for the past 2 months.",1.0
"Beatriz of New York, NY","Original review: Oct. 22, 2019","This company is a joke, they have the worst customer service... The agents hang up on you, nobody knows what is going on, they deliver broken items, out of my 3 items 2 were broken and I can’t even cancel the order because they don’t pick up the phone!! DO NOT BUY ANYTHING THERE!",1.0
"Theresa of Englewood, CO","Original review: Oct. 18, 2019","Over a month ago, I ordered a coffee table (in 2 pieces) and a chair from West Elm. I was told that my estimated delivery date would be from September 23 to October 7. My items were shipped to the warehouse near me from Dallas. The chair arrived and one piece of the coffee table did not. All shipped from the same location on the same date. My delivery date was updated from October 7 to October 21. Of course, that's this Monday and no one has coordinated the delivery because there won't be one. I've called numerous customer service representatives, sent e-mails, tried calling the local store--all to no avail.",1.0
"P of Snellville, GA","Original review: Oct. 10, 2019","I purchased two bedskirts online. For whatever reason, shipping them to my local store was not an option. Additionally, they don’t carry the item in the store. While placing the order I realized I’d forgotten to put in my shipping code. I immediately called customer service to see if they could apply the code. They could not. I asked if they could cancel the order. They could not. The woman I spoke with first transferred me to another department only for that person to call the first person a liar. In the end they could do nothing to adjust an order that I’d placed not even 15 mins earlier. You’re telling me that they have pulled the order within 15 mins of me placing it?! Even if they did, you can’t adjust payment or add a code? What kind of archaic system are you operating with?",1.0
"Carol of Jacksonville, FL","Original review: Oct. 8, 2019","I’ve spent a couple thousand purchasing the following items, a mirror that came dirty, a cup stand with a bad paint job and waited two months for it. A marble table that was sealed but still has stains, I have to get a professional to clean it and purchase a acrylic topper. A dresser that’s nice , but will see it’s new. A tv console I’m still waiting for it’s been over 6 weeks already. Customer service is clueless and they won’t give you the difference if the price goes down within 30 days. They are very greedy! After I receive the rest of my stuff I’m done with West Elm. I don’t have the patience for them.",1.0
"Elizabeth of Saint Paul, MN","Original review: Oct. 5, 2019","Our bed was delivered box-less and (surprise, surprise) missing pieces. We contacted the moving company and West Elm customer service via email. No response from the moving company. Generic replies from West Elm/got passed on to Williams-Sonoma??? Never hear from a person directly even after several requests for an update. Called after 3 weeks of no responding and they said the hardware would be sent within 3 days. Well, it's been another week and the hardware is ""backordered."" So I've had a $1400 pile of bed scraps taking up my bedroom for 6 weeks, had to contact 3 companies multiple times, and still don't know when/if this hardware is going to show up!",2.0
"Rebecca of Carlsbad, CA","Original review: Oct. 4, 2019","Wow. Talk about an incompetent store. I ordered a duvet insert online in April and it’s still on back order. I get no satisfactory answer when I call customer service. I get no updates until I check my account to find they’ve pushed out delivery again. I’ve been told countless times that they just got a shipment in and that my order will be on its way. I even sent an Inmail message on LinkedIn to their President, John Bellos and have not received any response even after telling him that they lost a $100k commercial order from my company because of the way they are treating me in my private life. Bad supplier management for sure. Best step is to start writing their owners Williams-Sonoma.",1.0
"YUNJIE of Norman, OK","Original review: Oct. 3, 2019","For a return label, I had to talk to 3 different agents for over an hour. The second agent totally not answer me at all, just put me on hold. There was no yelling from my side and I was not an angry customer that day. While I was talking to the second agent, I told her her voice broken up, she increased her volume and sounded like yelling at me. Then she even asked me before put on hold. Seems their customer center is chaotic. It took three person and over a hour to get that done. It is very painful to talk to them. No pleasure at all.",1.0
"Julie of Vancouver, BC","Original review: Oct. 3, 2019",Of late I’ve ordered quite a few items from West Elm and none of my experiences have been satisfactory. First order I found out a month later after I asked at the store what was going on. Apparently my order had been there for a while. Then I ordered online and it took 4 weeks for the bedding to arrive. The sheets are really rough and colours were not what I expected. You think I would not order anything from there again but stupidly I did. Ordered 2 baskets. Then I got an email that they are backordered. It’s been 3 weeks since I ordered them and apparently they will arrive in 2 weeks. I’m not holding breath. ,2.0
"Stephanie of North Vancouver, BC","Original review: Oct. 1, 2019","I made a sizeable on-line purchase of a bed, 2 night stands, mirror and book tower on August 27, 2019. I have no problem waiting for an order to be completed. I do have a problem with those items going through on my credit card 4 weeks ago and unable to get an answer to reasonable questions. One phone number for all international orders and every time getting a ""call centre"". From September 11 to October I had made 8 phone calls. The ""call centre"" attendants were courteous but unable to answer my questions because of bureaucracy from the top of the business. They did the best they could with the resources they had been given. Unable to track my order, unable to tell me where any of my items were other than in a ""hub"" and that sometimes items have ""several hubs"". ",1.0
"Tiffany of Stratford, CT","Original review: Sept. 30, 2019","I ordered a dining room table and 4 chairs from West Elm in July 2019. I had to wait awhile for my furniture, because the chairs were being custom made which I understood. I felt at the time it was worth the wait because I loved the furniture pieces I chose. The company wouldn’t deliver the table which was ready in July because they wanted to do only one delivery. In September I finally received an email stating that my furniture is ready for delivery and I can set an appointment date which I did. However on the day of delivery they only had my chairs and not the table. I had to call customer service about the table and they said that there was a note put in the system the day before the delivery that the table is not available anymore and no longer in production. ",1.0
"Sara of Reading, PA","Original review: Sept. 28, 2019","I fell in love with the Industrial Storage line and ordered an side table, coffee table and console to be picked up at the store. I was told it would take 3 weeks to be delivered, giving me time to get rid of the table I have. Four days later I got a call that the coffee table was in and they wanted me to pick it up by the end of the weekend, essentially within three days though the policy is 5 days. I asked about the other 2 pieces because I didn't want to make the hour long drive to the store to pick up one piece especially since it was over 2 weeks early.",1.0
"Cynthia of Albuquerque, NM","Resolution response: Oct. 11, 2019","We realized that TWO credits were issued.  Aside from less than ideal communications on the part of West Elm, we are satisfied.",
"Erin of Grosse Pointe, MI","Original review: Sept. 25, 2019",4 Years ago I purchased a marble sofa table with a metal base. Over the last year it has become extremely unstable and most recently I noticed that the joints where the metal base come together have literally eroded away. I had no choice but to take the table out of my family room (in fear that the marble slab would fall on my 2 year old). I contact customer service and they told me that they cannot do anything because of how long ago I purchased the product.,1.0
"Sheri of Tarzana, CA","Original review: Sept. 20, 2019","We purchased 2 pieces of furniture (a dresser & a bed) over a month ago. Delivery was scheduled 2 weeks ago for today. I received a call yesterday telling me that my order was only half complete, but that they would deliver the dresser today. I was also told I would receive an email telling me when the bed would be delivered. I never received the email so I called today. After talking with 2 different people, it was determined by West Elm that the bed would come on Sept. 30-obviously much later than I would like since my son is currently sleeping on the floor as we donated his old bed to charity since we were supposed to get a bed today.",1.0
"Jimmy of Dallas, TX","Original review: Sept. 14, 2019","My wife and I ordered a dining room table, coffee table, and media console from West Elm. The modern farmhouse table claimed to seat 8-10 people, but it was so narrow that it would be impossible to have anyone sit across from each other with any food on the table. The legs were also shaky. It's purely a piece to look at, not eat on. The coffee table showed up with several large scratches on it and other blemishes all across the top. It looks terrible. I unfortunately have nothing to say about the media console because it never actually arrived to my house.",1.0
"G. of Philadelphia, PA","Original review: Sept. 11, 2019","West Elm tells you that they will give you a 30 minute notice before delivery. THEY DON'T! I got a call when the delivery people were already at my house. I had to rush from work (which is luckily only 15 min away). When I got there, the delivery people refused to deliver my new couch. They were on the phone with West Elm saying I wasn't there, meanwhile I am looking at them! I'm on the phone with West Elm and they said I was late. But I never received the notice! I had no warning that they would be delivering at that time. We sat outside my building for 20 minutes like this. Finally they delivered, and in doing so broke a light in my elevator. I figured they'd clean it up on their way out, but of course they didn't. They just left. Despite all of these issues, and the huge fees I paid for ""white glove delivery,"" West Elm didn't even offer to cover the cost of the delivery.",1.0
"Yari of Lemoore, CA","Original review: Sept. 4, 2019","This was my first big purchase and will also be my last. I ordered the pedestal marble coffee table and after it was set up, I realized the base had damages (scrapes, dents, black stains that would not come off). I called West Elm right away and the representative gave me the option of a discounted price if I kept the item. I agreed (didn't want to deal with the hassle or the company for that matter) and after all was said and done, she confirmed with me the total price I would be paying for the table after discount. I asked her to send me an email regarding our agreement and never received that email. After a couple of days I check my statement and realized it shows a different price than what we had agreed on.",1.0
"Alasdair of Sewickley, PA","Original review: Aug. 29, 2019","If you are looking for mediocre furniture that is not cheap and is delivered with usurious shipping and processing charges then West Elm is for you. I placed an order for a small desk on sale at $270 and when the order was processed I was charged an additional $170 in shipping and processing...AND I only live 15 minutes from their store! Their customer service people while civil were completely powerless to cancel the order (10 minutes after being placed) and suggested that once the desk was delivered I could return it AND I would eat the $170 in shipping! Completely ludicrous. Never, never, never shop at West Elm. Bunch of crooks masquerading as a furniture store.",1.0
"Bridget of Westfield, NJ","Original review: Aug. 19, 2019","We ordered a king bed frame from West Elm, as the delivery window was within the same delivery window as our mattress. Immediately after placing the order, we got an e-mail that the delivery window was a week later. I called within 24 hours to try and cancel the order. I was told if I cancelled it, I would still have to pay hundreds of dollars in delivery fees. Both people I spoke to were incredibly rude and unhelpful. We didn't want to lose the money so we kept the order, hoping it would be here in time. They finally scheduled us a date and we rescheduled our mattress delivery to coincide with the same day. ",1.0
"Ginnette of Freeport, NY","Original review: Aug. 13, 2019","I purchased the Enzo Reclining Chair about 2 years ago now. When the couch had around 4 months in our house, the storage arm portion broke. It is such a beautiful couch but the storage arm is very poorly constructed. I reached out to West Elm and sure enough they sent over a person because they would be able to ""fix it"". We paid nearly $3,000 - we should've gotten a replacement for such a short period of time of us having this couch! Either way, I agreed of course because I did love the couch. The guy came over, called West Elm to let them know that he could fix it. They made him leave because they couldn't approve it on the spot - he was a third party. A few weeks later, they called me back to make the appointment for him to come back to fix the couch. All I can say is that it was such a joke of a fix. I would say he patched it up.",1.0
"Tom of Bellevue, WA","Original review: Aug. 4, 2019","I purchased the Andes Ottoman - Extra Deep to go along with the Andes sectional. One of the crossbars that spans between two legs split in the middle within two months of owning it. After taking apart, the crossbars are made with flimsy plywood with the grain going up and down, making it easy to split. It's a poorly designed and cheaply constructed piece of furniture that can't possibly last. West Elm refused to take any responsibility for the poor quality and did nothing to resolve. I will not be purchasing any additional furniture from West Elm based on this experience.",1.0
"Jo of Uniontown, OH","Original review: Aug. 3, 2019","This has happened 2 or three times now from West Elm. Place order for duvet and shams. Duvet gets shipped and shams get backordered. Shams stay on backorder with ""date to expect"" changing every couple of weeks. Keep sending emails asking where are my shams? Keep Getting answers that they will be coming. Eventually, they will say they are sorry but we can no longer get this product. Now I'M STUCK WITH A DUVET AND NO SHAMS!!! I ORDERED A SET!! IF YOU DON'T HAVE IT DON'T LEAVE IT UP FOR SALE!!!! VERY ANGRY! WILL NOT BE ORDERING AGAIN!!",2.0
"Marvin of Hoboken, NJ","Original review: July 30, 2019","If you are going to sign up for the credit card for their rewards, you should read this. I signed up for the credit card when I purchased few furnitures as they had a promotion of giving twice reward points. Using ""reward certificate"", I've made few purchases. However, I wasn't happy with the items so returned. The clerk said I will get the credit back to the original payment method.",1.0
"Kathi of Ann Arbor, MI","Original review: July 25, 2019","Over the past few months, I have ordered about 3,000 worth of furniture and rugs from West Elm to furnish my new condo. I will no longer shop at West Elm! Their flat rate shipping policies are ridiculous and arbitrarily assigned. I have paid flat rate shipping for a large furniture order and it made sense due to the size of furniture and the white glove delivery. I have also received furniture items such as a couple of media storage units and a large bedside table via UPS and they were delivered in great shape. No problems!",1.0
"Dot of Schenectady, NY","Original review: July 24, 2019","My first experience with West Elm was much the same as this one. I’m done now. I will never order again from this seller. Nor will I visit any of their store locations. This time I ordered a trinket tray on March 24, 2019. I received it July 23rd with no explanation for the 4 month delay. According to the shipment tracking site, it was first picked up for delivery on July 18th. So once it was shipped it only took 5 days to get here.",1.0
"Nancy of Berkeley Heights, NJ","Original review: July 23, 2019","I would think twice before registering at any of their brand stores including West Elm, Williams Sonoma and Pottery Barn. My daughter was registered at West Elm. She went into the store to exchange a gift. They told her they would have to mail her a gift card for the value of the item and if she wanted to purchase an item that day, it would have to be paid for out-of-pocket. Another words, she could not exchange the item that day. She would have to wait for the gift card. Tell me how absurd this is?",1.0
"Christine of San Antonio, TX","Original review: July 19, 2019",Ordered 8 X 10 rug and pad online based upon photo; no description of colors provided by West Elm. Rug arrived looking completely different than pictured; almost exclusively gray whereas picture showed a lot of cream/beige color throughout. Called immediately to set up return. Hard to get through; connection poor. Sent me an email to print UPS return label. Label came up one time on my phone but got repeated error messages when tried to print off laptop. ,1.0
"Kristen of Alexandria, VA","Original review: July 17, 2019","Wow wow wow get ready for this review. So we ordered $3500 worth of things from West Elm back in May. We ordered a couch, a coffee table, end table, curtains and a lamp all to complement the couch. Over two months later and we still don't have the couch. We received the other items but now I'm past the point of being able to return the other items in the event they don't match the couch like we expected because we still haven't received the couch. Every week I call and email West Elm; their Customer Service is USELESS. I don't even blame the customer service reps because they're just dealing with an already bad situation with a company that doesn't have their ** together. Our couch delivery has been pushed back 3 times (without telling us) and no one knows when it'll actually be delivered. I've just been told it will probably be ready mid-August but even that they can't guarantee.",1.0
"Christina of Concord, CA","Original review: July 2, 2019","I purchased two of the Two-Tone Sea Grass storage baskets online on May 25th. When I got the confirmation email there was no information about when I could expect to receive the items. After waiting three weeks, I received an email that there had been a delay on the shipment of my order and that I would receive them between June 19th and June 21st. I waited some more, and then finally called and spoke to customer service on June 29th. They said the items had been on back order, that they'd received the items, and that I should expect to receive them by July 1st. That passed. I checked the status of my order. Still no shipment. The date had been pushed back to July 4th-8th. ",1.0
"Jeff of San Diego, CA","Original review: June 19, 2019","I recently bought a home and probably spent close to $10,000 with West Elm. Most of my items arrived on time. However, one order, with 2 items, has been delayed for a month and a half. Every time I called the toll-free customer service # to get an update, I kept being told that they'd ship ""any day now."" I patiently waited, while having a feeling that the customer service rep did not really look into the situation, and gave me a sort of ""canned"" answer - it felt as though they didn't care. Well, fed up with the delay, I called again tonight and spoke to someone else in customer service, and they told me there was an issue with one of my credit cards for about $87, and that was what was holding up the order. ",1.0
"Tatum of Costa Mesa, CA","Original review: June 17, 2019","I ordered the Portside Low 3 Piece Sectional, 2 Sofas, Corner, Weathered Gray/Gray in Sept 2018. It was back ordered until Jan, which I was ok with... However when we received it end of Jan the corner cushion color was not matching the side cushions. I have spent the last 6 months trying to get the correct cushions!! They have re-delivered the wrong color 3 times. I have spent countless hours on the phone with several different customer service reps and managers trying to get this issue resolved, and still have not received the correct product. I'm so disappointed by this whole experience, I would never buy any other products from West Elm again... It has been a NIGHTMARE!! Save yourself the headache and purchase from another vendor.",1.0
"N of Toms River, NJ","Original review: June 11, 2019",Placed my order April 15. Delivery was supposed to be on May 28. A few days after delivery date we called up and they pushed it off for July 10 and no one can tell us why this happened and they wouldn't care about this situation.,1.0
"Rebecca of Chicago, IL","Original review: June 8, 2019","West Elm is a terrible company, please do not support them. I ordered a console and never received it. It was almost $800, even with a coupon. Unlike every other corporate furniture store, they don't provide free shipping. My console was on back order. Waited over a month, never came. Warehouse had no record, but another customer service rep said it was on its way. Still never came. I would sue, but apparently they never charged my card or placed the order even though I had a confirmation email. Now it's my mission to let people know how bad they are on every available platform.",1.0
"Jane of Queens, NY","Original review: June 2, 2019","I used to love West Elm. Their online service seems to have imploded. I ordered an item. I then learned the item would NOT ARRIVE FOR 2 MONTHS! I immediately tried to cancel. I could not cancel the order! I sent emails, and filled out their online form. Over and Over. This was NOT a custom item. It was packaged. There was no excuse. Finally, I called them. Their rep had trouble cancelling the order, even though it had not even shipped. She said she would keep trying and get back to me. That was 2 days ago. So help me God. I will never order from West Elm again.",1.0
"Salina of Pasadena, CA","Original review: May 30, 2019","Adrianna from West Elm’s solutions line/escalation department in CYO should be fired. Totally unprofessional, horribly rude and nasty. It’s a long custom order sectional couch story. I ordered a couch in January 2018 with a March 2018 ETA. 3/4 of the couch was eventually delivered in May 2018, but they were missing one integral part of it. After many frustrating hours on the phone and on hold and lied to with various West Elm customer service reps, they reordered a replacement missing part in July 2018. Surprise, that replacement missing part never came in. After many (sooo many) more frustrating hours on the phone and on hold and lied to, I finally got a refund on the couch in January 2019, and agreed I would return the 3 portions of it that I received. Someone from West Elm was supposed to be reaching out to schedule the return. ",1.0
"Sarah of Littleton, CO","Original review: May 29, 2019",I have purchased a lot of furniture and work in the design community. NEVER AGAIN will I use WEST ELM!!! Their products are overpriced and under perform. Purchased a dresser and the drawers are too tight to open. They say use wax etc. Did all of that and their product it well below average! If you want a product that is functional not just pretty don't use WEST ELM!!!,1.0
"Sun of Astoria, NY","Original review: May 26, 2019","We bought a couch on April 13th and today we cancelled the order in the end. Oh, we don't even know our order would be cancelled yet because of the mysterious ""3rd party vendor"" West Elm is forever putting all the blames on still needs to confirm if the cancellation is accepted on their end. Like other reviews about West Elm are saying if I could give negative stars, I would. And that goes not only to this particular store but to West Elm as a whole company.",1.0
"Abdul of Richmond, TX","Original review: May 25, 2019","Here is my experience guys. I would say please do not order the stuff from them. They take very long time to deliver and the stuff is very expensive. After delivering the incorrect the stuff and did not do the refund to my credit card, I was thinking they will refund to my credit card and they added the late fees and some other fees, So it's really sad to see these people are making money in this wrong way. I have ended up with pay more and had to buy the stuff even though you don't want to buy, 'Coz when they give you merchant credit never take it. That how they trap you. Sad to see that's how they are making money.",1.0
